parametres,cours_eau,station_mesure,code_prelevement,date_prelevement,date_analyse,resultat_analyse,unite_mesure,qualification_resultat,,,,,,,,
Diméthomorphe,le_Gesvres,ERDRE_à_NORT-SUR-ERDRE,20190103112943-PC-441279,2017-08-29,2017-08-29,0.002,µg/L,Correcte,,,,,,,,
Acénaphtylène,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.01,µg/L,Correcte,,,,,,,,
Chlorophénol-4,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.015,µg/L,Correcte,,,,,,,,
Hexachlorobutadiène,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.02,µg/L,Correcte,,,,,,,,
Phosphate_de_tributyle,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.1,µg/L,Correcte,,,,,,,,
Bupirimate,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.02,µg/L,Correcte,,,,,,,,
Sébuthylazine,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.002,µg/L,Correcte,,,,,,,,
Picoxystrobine,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.002,µg/L,Correcte,,,,,,,,
Octylphenol,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.02,µg/L,Correcte,,,,,,,,
tribromodiph_ether_28,le_Gesvres,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.0005,µg/L,Correcte,,,,,,,,
tribromodiphényl_éther,le_Grée_ou_Pouillé,RAU_DE_GESVRES_à_CHAPELLE-SUR-ERDRE_(LA),20190103134220-PC-447292,2017-09-14,2017-09-14,0.001,µg/L,Correcte,,,,,,,,
Flurtamone,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Fluquinconazole,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Quinmerac,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Butamifos,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Ditalimfos,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.05,µg/L,Correcte,,,,,,,,
Iprobenfos,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
DDE_24',le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
Propargite,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
Disulfoton,le_Hâvre,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211244-PC-426007,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
Phenthoate,le_Hâvre,DONNEAU_à_PANNECE,20190102221009-PC-428722,2016-07-29,2016-07-30,0.005,µg/L,Correcte,,,,,,,,
Phosphore_total,le_Hâvre,HAVRE_à_OUDON,20190102193500-PC-422148,2016-08-24,2016-08-24,0.25,mg(P)/L,Correcte,,,,,,,,
pH,le_Hâvre,HAVRE_à_OUDON,20190102193548-PC-422180,2016-10-18,2016-10-18,7.45,unité_pH,Correcte,,,,,,,,
Monuron,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Tébuthiuron,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Terbuthylazine_hydroxy,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.02,µg/L,Correcte,,,,,,,,
Fosthiazate,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Florasulam,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Tolclofos-methyl,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Isoprocarb,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Methacrifos,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,0.02,µg/L,Correcte,,,,,,,,
AMPA,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-01,1.01,µg/L,Correcte,,,,,,,,
Rimsulfuron,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Haloxyfop-méthyl_(R),le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Flupyrsulfuron_meth_sod,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
3-Iodo-2-propynylbutylcar,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Azimsulfuron,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Pyrazoxyfen,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
DDD_24',le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
PCB_101,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
PCB_170,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-31,0.01,µg/L,Correcte,,,,,,,,
Oxadiazon,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
Endrine_aldehyde,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-31,0.005,µg/L,Correcte,,,,,,,,
Isoxaflutole,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Azoxystrobine,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.015,µg/L,Correcte,,,,,,,,
Terbumeton_désethyl,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Vamidothion,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Penoxsulam,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Chloroméquat_chlorure,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.064,µg/L,Correcte,,,,,,,,
Glufosinate-ammonium,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.022,µg/L,Correcte,,,,,,,,
Fenthion,4-MCPA,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Phénamiphos,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Promécarbe,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Fenbuconazole,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
fenoxaprop-ethyl,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.02,µg/L,Correcte,,,,,,,,
Sulfomethuron-methyl,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Difenoxuron,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Butamifos,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Ipconazole,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Chlorpyriphos-éthyl,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
DDD_24',le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Dicofol,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Fénarimol,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Chlorothalonil,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.01,µg/L,Correcte,,,,,,,,
PCB_194,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Mepronil,le_Hâvre,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Etofenprox,3-dichloropropène,HAVRE_à_OUDON,20190102193710-PC-422244,2016-12-29,2016-12-30,0.01,µg/L,Correcte,,,,,,,,
PCB_118,le_Hâvre,HAVRE_à_OUDON,20190102193714-PC-422245,2016-08-31,2016-09-01,0.01,µg/L,Correcte,,,,,,,,
DDD_24',le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
PCB_101,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
Disulfoton,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
Oxadiazon,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
Pyriproxyfène,le_Hâvre,HAVRE_à_OUDON,20190102193701-PC-422242,2016-06-30,2016-07-05,0.005,µg/L,Correcte,,,,,,,,
Taux_de_saturation_en_O2,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-21,53.3,%,Correcte,,,,,,,,
D.C.O.,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-22,29.0,mg(O2)/L,Correcte,,,,,,,,
Dichlofenthion,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Heptachlore,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Terbacil,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Tébutame,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Bromopropylate,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
MCPA-butoxyethyl_ester,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Dicamba,le_Hâvre,HAVRE_à_OUDON,20190102193705-PC-422243,2016-11-21,2016-11-23,0.05,µg/L,Correcte,,,,,,,,
Métalaxyl,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Thiafluamide,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
PCB_52,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Vinclozoline,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
PCB_209,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Heptachlore_époxyde_endo,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Mecoprop-1-octyl_ester,le_Hâvre,DONNEAU_à_PANNECE,20190102221033-PC-428727,2016-12-29,2016-12-30,0.005,µg/L,Correcte,,,,,,,,
Desmétryne,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Méthomyl,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Oxydéméton-méthyl,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Terbuthylazine,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Chlorophacinone,le_Hâvre,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.02,µg/L,Correcte,,,,,,,,
Penconazole,le_Grée_ou_Pouillé,DONNEAU_à_PANNECE,20190102221040-PC-428728,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Thifensulfuron_methyl,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Picoxystrobine,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Trietazine_desethyl,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Parathion_méthyl,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211218-PC-426002,2016-09-30,2016-10-04,0.005,µg/L,Correcte,,,,,,,,
Difénoconazole,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
thiofanox_sulfoxyde,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Piperophos,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-01,0.005,µg/L,Correcte,,,,,,,,
Tributyl_phosphorotrithio,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-01,0.02,µg/L,Correcte,,,,,,,,
Bromophos_Méthyl,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-06,0.005,µg/L,Correcte,,,,,,,,
Amitraze,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-06,0.005,µg/L,Correcte,,,,,,,,
Pyridabène,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-06,0.005,µg/L,Correcte,,,,,,,,
Flonicamid,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162949-PC-413460,2016-06-30,2016-07-06,0.005,µg/L,Correcte,,,,,,,,
DDE_44',le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.01,µg/L,Correcte,,,,,,,,
HCH_delta,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
PCB_101,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Cyprodinil,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Quintozène,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.01,µg/L,Correcte,,,,,,,,
Endosulfan_sulfate,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
7_PCBi,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.045,µg/L,Correcte,,,,,,,,
Triallate,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Chlorfenvinphos,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Séthoxydime,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.02,µg/L,Correcte,,,,,,,,
Cyanofenphos,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Oryzalin,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.053,µg/L,Correcte,,,,,,,,
Hexazinone,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Fluquinconazole,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Fluoxastrobine,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Picolinafen,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.005,µg/L,Correcte,,,,,,,,
Metabolites_dithiocarbama,le_Grée_ou_Pouillé,RAU_DE_GREE_à_MESANGER,20190102162953-PC-413461,2016-11-21,2016-11-23,0.5,µg/L,Correcte,,,,,,,,
fosetyl-aluminium,le_Grée_ou_Pouillé,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211218-PC-426002,2016-09-30,2016-10-03,0.02,µg/L,Correcte,,,,,,,,
Endrine,le_Hâvre,LE_CANAL_DU_MARAIS_(GREE)_A_ANCENIS,20190102211218-PC-426002,2016-09-30,2016-10-04,0.005,µg/L,Correcte,,,,,,,,
Quintozène,le_Hâvre,DONNEAU_à_PANNECE,20190102221009-PC-428722,2016-07-29,2016-08-01,0.01,µg/L,Correcte,,,,,,,,
Oxadixyl,le_Hâvre,DONNEAU_à_PANNECE,20190102221009-PC-428722,2016-07-29,2016-08-01,0.005,µg/L,Correcte,,,,,,,,
Mecoprop-2-octyl_ester,le_Hâvre,DONNEAU_à_PANNECE,20190102221009-PC-428722,2016-07-29,2016-08-01,0.005,µg/L,Correcte,,,,,,,,
DDT_24',boire_de_la_Roche,DONNEAU_à_PANNECE,20190102221014-PC-428723,2016-08-31,2016-09-01,0.01,µg/L,Correcte,,,,,,,,
Carfentrazone-ethyl,la_Margerie,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.02,µg/L,Correcte,,,,,,,,
Parathion_éthyl,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.01,µg/L,Correcte,,,,,,,,
Chloronitrobenzène-1,la_Margerie,4673000,Eau_brute,20180228100435-PC-2883,0001-01-01T15:53:28+00:53,1469,133,1,-1.31952183242,,,,,,,
Méthyl-2-Fluoranthène,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.005,µg/L,Correcte,,,,,,,,
PCB_31,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Pyridabène,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.01,µg/L,Correcte,,,,,,,,
Flazasulfuron,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.002,µg/L,Correcte,,,,,,,,
Dipropyl_phtalate,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.5,µg/L,Correcte,,,,,,,,
Trifloxystrobine,la_Margerie,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.001,µg/L,Correcte,,,,,,,,
Clethodim,boire_de_la_Roche,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.02,µg/L,Correcte,,,,,,,,
HCH_epsilon,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.005,µg/L,Correcte,,,,,,,,
Disulfoton,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.005,µg/L,Correcte,,,,,,,,
Epoxiconazole,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.02,µg/L,Correcte,,,,,,,,
Heptachlore_époxyde_endo,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.001,µg/L,Correcte,,,,,,,,
Aldicarbe_sulfoxyde,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.02,µg/L,Correcte,,,,,,,,
Clopyralide,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.1,µg/L,Correcte,,,,,,,,
Quinmerac,boire_de_la_Roche,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.02,µg/L,Correcte,,,,,,,,
Fluopicolide,la_Margerie,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.1,µg/L,Correcte,,,,,,,,
DDD_24',boire_de_la_Roche,RAU_DE_LA_MARGERIE_À_SAINT-HILAIRE-DE-CLISSON,20180228100435-PC-2883,2018-04-24,2018-04-24,0.001,µg/L,Correcte,,,,,,,,
Bupirimate,les_Forges,CANAL_DES_BARDETS_A_DIVATTE-SUR-LOIRE,20190312152315-PC-508674,2018-08-29,2018-08-29,0.02,µg/L,Correcte,,,,,,,,
Aldicarbe_sulfoxyde,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.02,µg/L,Correcte,,,,,,,,
Buprofézine,6-diethylaniline,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.02,µg/L,Correcte,,,,,,,,
Flurtamone,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.01,µg/L,Correcte,,,,,,,,
Picoxystrobine,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.02,µg/L,Correcte,,,,,,,,
Tolyltriazole,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.02,µg/L,Correcte,,,,,,,,
Spirotetramat,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190206114133-PC-479020,2018-01-23,2018-01-24,0.02,µg/L,Correcte,,,,,,,,
Ammonium,les_Forges,RAU_DES_FORGES_À_AVESSAC,_centrifugée...),20180830094245-PC-12805,0001-01-01T16:26:28+00:53,1335,169,1,-1.89942760551,,,,,,,
Carbone_Organique,les_Forges,RAU_DES_FORGES_À_AVESSAC,_centrifugée...),20180830094245-PC-12805,0001-01-01T16:26:28+00:53,1841,163,1,-1.89942760551,,,,,,,
Carbone_Organique,l'Isac,RAU_DES_FORGES_À_AVESSAC,_centrifugée...),20181105101627-PC-17074,0001-01-01T15:35:28+00:53,1841,163,1,-1.89942760551,,,,,,,
